id,question,choices,answer
847,A motorcycle with a cash price of $275 can be purchased on the installment plan for 10% down and $18.20 per month for 18 months. Find the finance charge and the percent (to the nearest 1/10 %) by which the installment price exceeds the cash price.,"['$85.10, 30.9%' '$65.10, 23.7%' '$60.10, 21.9%' '$110.10, 40.0%'
 '$95.10, 34.6%' '$90.10, 32.3%' '$100.10, 36.4%' '$75.10, 27.5%'
 '$70.10, 25.5%' '$80.10, 29.1%']",J
812,Paul takes out a loan of $677.21 for 90 days at a rate of 4%. How much interest will he have to pay?,"['$7.21' '$9.03' '$10.00' '$4.00' '$27.09' '$8.15' '$2.71' '$5.42' '$6.77'
 '$12.88']",I
991,"A suspected drug dealer was arrested after selling three grams of cocaine to undercover police agents. He was subsequently convicted in state court of possession with intent to distribute narcotics. Following his conviction, the drug dealer was sentenced to a prison term of 10 years. After being sentenced, the drug dealer's attorney appealed the conviction, citing jury misconduct. While his appeal was pending, the drug dealer was then indicted by both a federal and a state grand jury for conspiracy to distribute the same cocaine. The drug dealer's attorney filed motions to dismiss each of the new indictments on the grounds that they violate double jeopardy. In all likelihood, double jeopardy requires the dismissal of","['both indictments.'
 'the federal indictment, if the state indictment is dismissed.'
 'both indictments, if the appeal is successful.'
 'the state indictment, if the federal court conviction is upheld.'
 'neither of the indictments.'
 'the federal indictment, but not the state indictment.'
 'the state indictment, but not the federal indictment.'
 'the federal indictment, if the state court conviction is upheld.'
 'both indictments, if the appeal is unsuccessful.'
 'the state indictment, if the federal indictment is dismissed.']",E
291,"A shoe factory has fixed costs of $1200 per day, and variable costs of $1.50 per shoe. Find a linear cost function to represent their daily costs.","['Cost = 1200 + X' 'Cost = 1500 + 1.5 X' 'Cost = 1200 + 1.5 X'
 'Cost = 1200 + 1.75 X' 'Cost = 1000 + 2 X' 'Cost = 1200 + 2 X'
 'Cost = 1200 + 0.75 X' 'Cost = 1100 + 1.25 X' 'Cost = 1300 + 1.5 X'
 'Cost = 1000 + 1.5 X']",C
718,"Jacob and Sons Plumbing bought a forklift for $10,000. The forklift is expected to last 5 years, and to have a residual value of $3,000. Jacob wishes to use the straight line depreciation method, while his sons wish to use the sum-of-the-years'-digits method. What will the difference in the depreciation allowances be for the third year?",['$600' 'zero' '$500' '$150' '$400' '$200' '$250' '$300' '$350' '$100'],B
993,"In 1888, a landowner owned a dairy farm. The landowner conveyed this real property to his son in1938. In 1953, the son conveyed the dairy farm to his friend. This deed was not recorded until after the son's death in 1957. In 1956, the son mortgaged the dairy farm to the bank. The mortgage instrument, which was recorded in 1956, recited that it was subordinate to a mortgage on the same land given by the son to an investor in 1936 and recorded in 1936. In that instrument the son purported to grant the investor a mortgage on the dairy farm. In 1979, the friend conveyed the dairy farm to a farmer. This deed was duly recorded, but did not mention any mortgage. In 2008, a buyer entered into an agreement with the farmer, whereby the farmer would convey the dairy farm in fee simple to the buyer for the sum of $75,000. The closing date was set for January 15, 2009. All of the deeds mentioned in the aforementioned transactions are general warranty deeds. In addition, this jurisdiction has a notice-type recording statute and follows a title theory for mortgages. On January 15, 2009, the sale of the dairy farm is finalized and the buyer paid the farmer $75,000. The fanner executed a general warranty deed. The deed contains the following covenants of title:(1) Covenant for seisin. (2) Covenant of the right to convey. (3) Covenant against encumbrances. After the buyer takes possession of the dairy farm, he learns of the son investor 1936 mortgage, which was not satisfied, and seeks monetary damages for breach of the covenant against encumbrances. Judgment should be for","['the buyer, because the covenant against encumbrances is a guarantee to the grantee that the property is not subject to outstanding rights or interests.'
 'the buyer, because the covenant against encumbrances would be breached at the time the deed was delivered, thereby entitling the covenantee to recover damages.'
 'the farmer, because the covenant against encumbrances may only be breached, if at all, at the time of conveyance.'
 'the farmer, unless the covenantee is disturbed in his actual enjoyment of the land thereby conveyed.']",B
829,How can you describe the thinking and outlook of transformational leaders?,"['Functional' 'Tactical' 'Narrow-minded' 'Transactional' 'Operational'
 'Procedural' 'Strategic' 'Micromanaging' 'Reactive' 'Developmental']",G
883,Which statement best explains the purpose of Hart's distinction between 'being obliged' and 'having an obligation'?,"[""It refutes the natural lawyer' view of the role of morality in law.""
 'It illuminates the concept of a rule.'
 'It differentiates between formal and substantive justice.'
 'It highlights the importance of individual rights in law.'
 'It clarifies the relationship between law and society.'
 'It explains the nature of power-conferring rules.'
 'It distinguishes between legal and ethical obligations.'
 'It provides a guideline for the application of laws.'
 'It explains the role of judicial discretion in the law.']",B
997,"Under common law principles, which of the following is not correct regarding the duty owed by a possessor of land towards an undiscovered trespasser?","['No duty for artificial conditions.' 'A duty for natural conditions.'
 'No duty for natural conditions.' 'No duty for active operations.']",B
701,"Armco Truck Rental Co. charges $32 per day, $.22 per mile, and $.55 per gallon of gasoline for renting its trucks. Additional hours a day are charged at $2.75 per hour. Mr. Williams rented a truck for 2 days and 3 hours. He drove it 320 miles, and used 30 gallons of gasoline. What was the total cost?","['$175.40' '$137.80' '$165.90' '$145.25' '$162.75' '$183.20' '$190.30'
 '$148.50' '$172.95' '$159.15']",J
951,"A man was visiting his friend at the friend's cabin. The man decided to surprise the friend with some fireworks, so he purchased some fireworks and hid them under his friend's chair on the friend's porch. That evening, the friend went outside to smoke and dropped his unfinished cigarette next to his chair on the porch. The cigarette ignited the fireworks, and the fireworks immediately exploded, causing extensive damage to the friend and to his cabin. The man was arrested and is being prosecuted for arson. Will the man be found guilty of arson?","['No, because the man did not intend to burn down the cabin and was not guilty of wanton and willful misconduct.'
 'Yes, because the man purchased and placed the fireworks that caused the explosion.'
 'No, because the man did not light the fireworks himself.'
 'No, because the man never intended to hurt the friend.'
 ""Yes, because the man indirectly set fire to the friend's cabin.""
 ""Yes, because the man's actions indirectly led to the destruction of the cabin.""
 'Yes, because the man should have known the fireworks would be a fire hazard.'
 ""No, because the man's actions were meant as a surprise, not a malicious act.""
 ""Yes, because the injury to the friend and to his cabin was the natural result of the man's actions.""
 ""No, because the friend's cigarette, not the man, caused the fire.""]",A
837,"Jim and Joe are partners who share profits and losses equally. Last year, their firm's net profit was $28,400. What is each partner's profit?","['$4,200 each' '$7,200' '$9,450 each' '$10,800 each' '$16,800 each'
 '$12,000 each' '$14,200' '$18,933 each' '$21,600' '$28,400']",G
460,"What is the difference in cost between three consecutive one-year policies and a 3-year policy for $28,000 worth of coverage if the rate is $.23 per $100?","['$87.60' '$173.88' '$158.76' '$210.00' '$64.40' '$193.20' '$100.00'
 '$75.48' '$19.32' '$120.96']",I
